X,Y,Z,K
-0.46309,8.0496,0.23155,19.0
-0.57205,8.8532,0.95342,19.0
-1.0351,9.8884,1.8387,19.0
-1.4165,10.842,0.27241,19.0
-1.2667,12.64,-0.99429,19.0
-1.076,14.86,-1.2667,19.0
-0.14982,15.405,-1.3757,19.0
0.42223,13.253,-1.5255,19.0
-0.10896,10.801,-2.261,19.0
-0.040861,8.8124,-2.5606,19.0
-0.19068,8.6898,-3.5277,19.0
-0.65378,9.6568,-2.7241,19.0
-0.72188,9.1529,-1.6889,19.0
-0.91256,8.0088,-0.57205,19.0
-1.4165,7.2733,-0.081722,19.0
-1.3348,6.7421,-0.8036,19.0
-0.57205,6.7829,-1.2258,19.0
0.19068,7.3141,-1.3757,19.0
0.081722,8.1177,-0.99429,19.0
-1.0351,8.9213,-0.38137,19.0
-1.7298,8.9622,-0.081722,19.0
-1.2258,10.038,0.27241,19.0
-1.185,12.367,0.31327,19.0
-1.7979,14.015,-0.10896,19.0
-1.4574,15.173,-0.46309,19.0
1.185,14.792,-1.7979,19.0
3.3778,11.223,-3.4459,19.0
3.6366,8.3493,-4.018,19.0
3.4868,8.431,-3.8273,19.0
1.0351,9.8884,-1.185,19.0
-2.3018,10.079,-0.040861,19.0
-2.0703,8.2812,-1.5255,19.0
-0.38137,6.2109,-0.88532,19.0
0.76274,5.6661,-0.040861,19.0
0.57205,6.7012,-0.46309,19.0
0.14982,8.0769,-0.50395,19.0
-0.19068,8.8941,-0.040861,19.0
-0.57205,9.7658,0.53119,19.0
-1.1169,10.42,0.84446,19.0
-1.4165,10.529,0.14982,19.0
-1.2667,11.373,-0.88532,19.0
-0.38137,12.367,-0.91256,19.0
-0.91256,13.144,0.040861,19.0
-2.1793,13.253,-2.5334,19.0
-0.8036,11.223,-2.5334,19.0
-0.23155,8.6217,-2.7241,19.0
-0.88532,8.8941,-3.2961,19.0
-1.185,11.373,-3.3642,19.0
-0.34051,11.645,-2.4108,19.0
0.10896,10.27,-0.95342,19.0
0.14982,8.1586,0.081722,19.0
-0.29965,6.1292,-0.23155,19.0
0.8036,6.851,6.851,17.0
0.14982,6.8919,6.8919,17.0
-0.95342,7.1234,7.1234,17.0
-0.84446,7.7772,7.7772,17.0
-0.61292,8.431,8.431,17.0
-0.61292,8.3493,8.3493,17.0
-0.91256,8.1177,8.1177,17.0
-1.5255,8.3084,8.3084,17.0
-2.7922,8.1995,8.1995,17.0
-3.4051,7.0826,7.0826,17.0
-2.1793,6.0883,6.0883,17.0
-1.1441,5.2847,5.2847,17.0
-1.4574,4.4402,4.4402,17.0
-1.185,2.6423,2.6423,17.0
-0.88532,2.9829,2.9829,17.0
-0.27241,5.4754,5.4754,17.0
0.10896,7.2052,7.2052,17.0
-0.42223,7.0145,7.0145,17.0
-1.3348,5.7478,5.7478,17.0
-1.6889,4.5628,4.5628,17.0
-1.4574,4.4402,4.4402,17.0
-0.95342,5.1349,5.1349,17.0
-0.19068,5.4754,5.4754,17.0
0.50395,5.8567,5.8567,17.0
0.53119,6.7421,6.7421,17.0
-0.27241,6.8238,6.8238,17.0
-1.3076,6.4424,6.4424,17.0
-1.1169,6.8919,6.8919,17.0
-0.0,7.3958,7.3958,17.0
0.88532,7.1234,7.1234,17.0
1.1441,5.7886,5.7886,17.0
1.076,4.7126,4.7126,17.0
0.69464,4.0589,4.0589,17.0
0.31327,3.8273,3.8273,17.0
-0.040861,4.2904,4.2904,17.0
-0.0,4.6309,4.6309,17.0
-0.19068,4.7944,4.7944,17.0
-1.0351,4.8625,4.8625,17.0
-2.0294,4.9033,4.9033,17.0
-2.4108,5.8295,5.8295,17.0
-1.6481,6.3607,6.3607,17.0
-0.72188,6.6604,6.6604,17.0
-0.46309,7.1234,7.1234,17.0
-0.57205,7.1643,7.1643,17.0
-0.61292,7.6274,7.6274,17.0
-0.61292,7.5457,7.5457,17.0
-0.76274,7.6955,7.6955,17.0
-0.19068,7.5048,7.5048,17.0
0.081722,6.851,6.851,17.0
-0.10896,6.6331,6.6331,17.0
0.040861,6.1292,6.1292,17.0
0.31327,5.6661,5.6661,17.0
0.65378,5.8567,5.8567,17.0
0.92618,5.8976,5.8976,17.0
0.8036,5.6252,5.6252,17.0
-0.19068,5.2847,5.2847,17.0
-1.3757,5.598,5.598,17.0
-0.69464,5.6661,5.6661,17.0
-0.27241,5.8567,5.8567,17.0
-0.50395,5.598,5.598,17.0
-0.69464,5.0123,5.0123,17.0
-0.46309,5.094,5.094,17.0
-0.42223,5.9793,5.9793,17.0
-0.23155,6.7012,6.7012,17.0
0.10896,7.6683,7.6683,17.0
0.65378,8.1586,8.1586,17.0
0.27241,8.0088,8.0088,17.0
-0.29965,7.8181,7.8181,17.0
-0.27241,8.4719,1.9205,5.0
-0.10896,7.5457,0.95342,5.0
0.50395,7.6683,0.42223,5.0
0.76274,8.1995,0.46309,5.0
0.88532,8.9622,1.1441,5.0
0.69464,9.5342,1.9477,5.0
0.31327,9.5751,2.7241,5.0
0.081722,8.9213,2.9148,5.0
-0.14982,8.3901,1.757,5.0
-0.040861,9.3844,0.42223,5.0
0.84446,10.992,-0.040861,5.0
0.8036,13.103,0.50395,5.0
-0.38137,13.866,0.99429,5.0
1.076,10.501,1.6481,5.0
2.0294,8.6625,0.31327,5.0
-0.38137,9.507,-0.57205,5.0
-0.65378,9.9973,-0.38137,5.0
0.040861,9.003,0.081722,5.0
0.10896,8.1586,0.27241,5.0
-0.081722,8.6625,0.19068,5.0
0.38137,8.7306,0.72188,5.0
0.46309,8.1995,1.1441,5.0
0.040861,8.1177,0.34051,5.0
-0.0,8.54,-0.65378,5.0
-0.23155,9.3027,-0.57205,5.0
-1.1441,10.27,0.50395,5.0
-1.3348,11.877,0.95342,5.0
-0.8036,14.247,0.84446,5.0
-0.27241,13.184,1.6072,5.0
1.2258,10.46,0.92618,5.0
3.1463,8.3493,-0.19068,5.0
5.2166,7.6955,-0.081722,5.0
4.3994,8.6217,1.5391,5.0
0.10896,9.5751,2.1793,5.0
-1.757,9.0848,1.3348,5.0
-0.14982,8.2812,0.46309,5.0
1.3757,8.1586,0.10896,5.0
0.38137,8.6898,0.65378,5.0
-0.040861,8.8532,1.5391,5.0
0.65378,8.7306,2.1793,5.0
0.31327,8.7306,1.9205,5.0
0.14982,8.7715,1.4165,5.0
0.50395,8.8532,1.3757,5.0
0.38137,9.616,1.3076,5.0
0.23155,11.141,0.84446,5.0
1.076,12.912,0.14982,5.0
1.9205,14.601,0.23155,5.0
2.152,12.531,1.185,5.0
2.0294,8.1586,1.6889,5.0
0.14982,7.0826,0.34051,5.0
-0.61292,8.9213,-0.99429,5.0
0.50395,10.229,-1.5663,5.0
1.076,9.112,-0.99429,5.0
0.72188,8.0088,0.42223,5.0
0.8036,7.927,0.88532,5.0
1.3757,8.0088,0.34051,5.0
1.6481,8.0769,-0.19068,5.0
1.0351,8.431,-0.29965,5.0
0.46309,9.0439,-0.19068,5.0
0.72188,9.7658,-0.27241,5.0
0.76274,10.951,-0.040861,5.0
0.23155,12.449,0.42223,5.0
-0.14982,14.097,0.72188,5.0
-0.38137,12.912,0.72188,5.0
1.2258,9.8475,0.69464,5.0
3.4868,7.5865,-0.14982,5.0
4.9033,7.8862,-0.53119,5.0
3.3778,9.8475,0.14982,5.0
0.8036,9.9973,1.4165,5.0
0.38137,8.4991,1.6889,5.0
0.84446,7.8862,0.57205,5.0
0.46309,8.0769,-0.0,5.0
-0.081722,8.3901,0.69464,5.0
-1.3757,9.7249,-0.27241,19.0
-1.2667,10.229,-0.19068,19.0
-0.8036,12.83,0.38137,19.0
-0.46309,14.206,-0.14982,19.0
-1.5663,13.443,-0.65378,19.0
0.19068,14.179,-1.4165,19.0
3.1735,11.836,-3.1463,19.0
3.909,8.3493,-4.5901,19.0
3.5277,8.3084,-5.2438,19.0
2.6423,9.9973,-4.7535,19.0
-0.8036,10.842,-0.95342,19.0
-1.8387,9.7249,0.14982,19.0
-0.84446,7.246,-1.3076,19.0
-0.69464,5.8976,-0.88532,19.0
-0.69464,6.0474,-0.23155,19.0
-0.50395,6.8919,-0.19068,19.0
-0.42223,8.3493,-0.0,19.0
-0.76274,9.507,0.31327,19.0
-1.2258,9.8475,0.50395,19.0
-1.4165,10.27,-0.0,19.0
-1.2667,11.373,-1.5255,19.0
-0.46309,12.912,0.23155,19.0
-1.9477,14.819,-0.34051,19.0
-3.1463,13.906,-3.6366,19.0
-0.95342,10.338,-2.4517,19.0
-0.99429,9.2346,-2.9829,19.0
-1.9205,10.651,-3.5958,19.0
-0.99429,11.073,-2.9148,19.0
-0.0,9.8475,-1.757,19.0
-0.040861,8.1586,0.23155,19.0
-0.57205,6.17,0.53119,19.0
-0.72188,4.7126,-0.72188,19.0
-0.84446,5.094,-1.3757,19.0
-1.2258,6.8919,-1.7298,19.0
-1.4165,8.8941,-1.5255,19.0
-1.6072,10.229,-0.57205,19.0
-1.7298,9.6568,0.76274,19.0
-1.6481,9.3844,1.076,19.0
-1.1441,12.408,0.38137,19.0
-0.88532,15.091,-0.88532,19.0
-1.4165,14.601,-0.99429,19.0
0.72188,14.601,-1.7298,19.0
3.2553,11.223,-4.3313,19.0
3.3778,8.2403,-5.7069,19.0
3.5958,8.431,-6.279,19.0
2.5606,9.9156,-3.4051,19.0
-0.91256,11.414,0.53119,19.0
-1.5255,9.1937,-0.8036,19.0
-0.50395,6.3607,-1.9886,19.0
-0.8036,5.4345,-1.0351,19.0
-1.1441,5.598,-0.23155,19.0
-0.57205,6.5922,-0.27241,19.0
-0.081722,8.2403,0.19068,19.0
-0.53119,9.507,0.53119,19.0
-1.185,9.8884,0.081722,19.0
-1.3348,10.801,-0.50395,19.0
-0.76274,12.449,-1.5663,19.0
0.040861,14.206,0.92618,19.0
-2.1112,15.554,-0.14982,19.0
-3.2961,13.144,-3.5277,19.0
-1.4574,9.7658,-3.337,19.0
-0.72188,8.4991,-3.1735,19.0
-0.99429,9.4253,-3.4868,19.0
-0.72188,10.311,-2.7513,19.0
-0.14982,9.8475,-1.3757,19.0
-0.10896,8.54,-0.081722,19.0
-0.46309,6.9328,0.23155,19.0
-0.61292,5.6661,-0.61292,19.0
-0.57205,5.4754,-1.2667,19.0
4.1406,13.212,-3.4051,1.0
5.598,12.681,-1.9205,1.0
5.7478,11.032,-1.2667,1.0
4.7535,9.8884,-1.5255,1.0
3.7865,8.8124,-1.4165,1.0
2.5606,7.355,-1.3076,1.0
1.7298,5.8295,-1.0351,1.0
1.9477,4.8216,-0.46309,1.0
2.0294,4.6309,-0.29965,1.0
1.3076,5.2847,-0.72188,1.0
1.0351,6.5514,-0.50395,1.0
1.076,7.8181,-0.10896,1.0
1.1169,9.7249,-0.10896,1.0
0.92618,10.924,-0.19068,1.0
0.19068,10.924,-0.14982,1.0
-0.69464,10.529,-0.29965,1.0
-0.69464,10.42,-0.84446,1.0
0.8036,11.959,-1.7979,1.0
3.1463,14.438,-3.0237,1.0
3.8682,14.628,-3.7184,1.0
3.4051,10.529,-2.6832,1.0
3.0237,9.1937,-3.909,1.0
2.833,8.9213,-3.909,1.0
2.5606,8.0496,-2.6832,1.0
2.1793,6.851,-1.6889,1.0
1.6889,5.9793,-1.5255,1.0
0.61292,5.6252,-1.8387,1.0
-0.50395,6.1292,-2.1793,1.0
-1.076,7.2052,-2.4108,1.0
-0.27241,8.431,-2.3018,1.0
0.53119,9.112,-1.8387,1.0
0.19068,9.6568,-1.8796,1.0
-0.0,9.6568,-2.2201,1.0
-0.10896,9.507,-2.1112,1.0
-0.23155,9.3844,-2.0294,1.0
-0.23155,9.5342,-2.3018,1.0
-0.29965,9.6568,-2.3018,1.0
-0.61292,10.188,-1.9477,1.0
0.19068,11.536,-1.9886,1.0
1.6481,9.616,0.040861,1.0
1.7979,8.4991,0.46309,1.0
1.5663,9.1529,0.23155,1.0
0.95342,9.616,-0.081722,1.0
0.42223,9.616,0.040861,1.0
0.34051,9.2346,-0.081722,1.0
0.57205,8.5808,-0.34051,1.0
0.50395,8.1995,-0.19068,1.0
0.34051,8.3084,-0.0,1.0
0.27241,8.6898,0.10896,1.0
-0.14982,9.0439,-0.0,1.0
-0.76274,9.003,0.34051,1.0
-1.3076,9.003,0.27241,1.0
-1.757,9.6568,-0.50395,1.0
-2.261,9.9565,-0.69464,1.0
-2.4925,9.8475,-0.38137,1.0
3.2553,17.012,-2.6832,17.0
1.6481,12.83,-0.65378,17.0
2.9556,12.027,-0.23155,17.0
6.279,8.7306,-1.6481,17.0
6.0202,6.4424,-2.9829,17.0
4.6309,8.1586,-3.7184,17.0
3.2144,10.147,-4.3994,17.0
1.1169,9.5342,-2.6015,17.0
0.081722,6.0474,1.6481,17.0
0.46309,4.9033,1.1169,17.0
1.9477,5.2438,-0.46309,17.0
2.9829,6.0474,-1.4165,17.0
1.9205,7.6683,-1.8387,17.0
0.61292,10.311,-1.4982,17.0
0.53119,11.414,-1.1169,17.0
2.0703,12.299,-1.5663,17.0
2.9829,13.866,-1.8387,17.0
4.4811,14.792,-2.3018,17.0
5.0531,12.027,-3.0237,17.0
4.9033,7.927,-2.1112,17.0
6.0474,7.3958,-0.10896,17.0
7.1643,9.9565,2.0703,17.0
5.9793,10.951,1.5663,17.0
4.018,8.8532,0.10896,17.0
2.5606,6.851,-0.42223,17.0
1.5391,5.6252,-0.8036,17.0
0.42223,4.8625,0.040861,17.0
-0.0,4.0997,-0.76274,17.0
0.50395,4.018,-2.1793,17.0
0.10896,4.4811,-0.99429,17.0
-0.95342,6.9736,0.65378,17.0
-0.8036,11.032,-0.23155,17.0
-0.081722,14.901,-0.14982,17.0
1.9205,17.734,1.4982,17.0
2.6015,16.699,-1.5663,17.0
1.4165,12.871,-0.76274,17.0
4.3313,11.073,-1.9205,17.0
7.1643,7.6274,-1.9886,17.0
5.4345,5.8976,-2.9556,17.0
3.4051,7.8589,-4.018,17.0
1.8387,9.9565,-3.7865,17.0
0.53119,9.3027,-1.1441,17.0
0.34051,6.0202,0.65378,17.0
1.7979,4.4811,0.31327,17.0
3.1463,5.0123,-0.0,17.0
2.833,6.7421,-0.88532,17.0
1.6481,8.6217,-1.6889,17.0
0.92618,10.147,-2.4517,17.0
0.50395,10.883,-2.3018,17.0
1.4165,11.959,-1.4982,17.0
2.3018,12.408,-1.3757,17.0
3.0646,14.247,-1.3348,17.0
4.4402,14.097,-3.0237,17.0
5.2166,11.032,-3.8682,17.0
5.3664,7.8589,-1.2667,17.0
6.4424,8.1995,1.185,17.0
6.0202,10.42,1.8796,17.0
-1.8796,5.1349,0.10896,15.0
-2.833,4.1814,0.57205,15.0
-2.6832,4.6037,0.84446,15.0
-2.3018,5.5571,1.8387,15.0
-1.7979,6.7012,3.3778,15.0
-2.4108,8.4991,2.3699,15.0
-4.9033,9.112,0.95342,15.0
-6.2381,9.5751,0.8036,15.0
-5.2847,11.305,0.72188,15.0
-3.8682,12.912,0.88532,15.0
-4.2087,14.71,4.0997,15.0
-4.1406,14.86,6.4424,15.0
-2.1793,11.496,1.4574,15.0
-1.3348,9.616,-1.2258,15.0
-1.9477,9.6977,-1.4982,15.0
-3.3642,10.12,-2.3018,15.0
-3.3642,9.6568,-4.9442,15.0
-2.3427,7.3141,-5.5571,15.0
-1.7979,5.7886,-3.909,15.0
-1.3757,5.1349,-1.4574,15.0
-1.3076,4.6718,0.040861,15.0
-1.3348,5.8567,1.1441,15.0
-1.4165,7.6683,2.3699,15.0
-2.3018,9.2346,3.4051,15.0
-4.0997,9.9156,3.909,15.0
-5.6661,10.76,3.9908,15.0
-6.4288,11.455,2.3018,15.0
-6.2381,11.305,0.19068,15.0
-6.6331,11.536,0.84446,15.0
-7.3141,15.091,0.88532,15.0
-5.5571,13.906,-0.91256,15.0
-3.4459,10.379,-2.1384,15.0
-2.3699,10.379,-3.4051,15.0
-1.0351,10.76,-3.1463,15.0
0.23155,9.2755,-1.757,15.0
0.31327,6.7012,0.53119,15.0
-0.23155,5.2847,2.5606,15.0
-0.76274,4.3313,1.5663,15.0
-1.185,4.2495,0.61292,15.0
-2.7241,4.7535,1.1169,15.0
-4.1814,6.0883,0.84446,15.0
-6.0202,8.3084,0.23155,15.0
-8.7306,9.112,1.1441,15.0
-8.6898,9.0439,1.9477,15.0
-5.7478,11.114,1.9886,15.0
-3.3642,12.34,3.5958,15.0
-4.5901,13.443,6.17,15.0
-5.2438,14.478,3.8682,15.0
-4.2904,12.681,0.38137,15.0
-3.4868,10.079,-0.95342,15.0
-3.2553,9.0439,-2.1793,15.0
-3.4868,9.1529,-3.2144,15.0
-3.2553,8.8941,-4.2087,15.0
-2.6832,7.5048,-4.4811,15.0
-2.2201,6.1292,-3.2961,15.0
-1.5255,5.0531,-1.7979,15.0
-1.185,5.1757,-0.69464,15.0
-1.1169,5.9793,1.3757,15.0
-0.69464,7.1643,4.7944,15.0
-1.757,9.1937,4.4811,15.0
-2.7241,10.12,1.9886,15.0
-3.8682,11.373,0.14982,15.0
-4.3721,12.367,-0.57205,15.0
-4.8625,12.027,0.10896,15.0
-5.6661,11.114,1.7979,15.0
-7.5048,13.634,1.9886,15.0
-7.0826,14.751,0.040861,15.0
-3.4051,10.76,-1.3757,15.0
-1.6889,9.3844,-2.4108,15.0
-1.185,9.9156,-3.1735,15.0
-0.23155,9.7658,-1.757,15.0
-0.0,8.2812,0.57205,15.0
-0.23155,6.851,1.3076,15.0
-5.8976,10.801,-3.1054,16.0
-4.5901,10.46,-4.1814,16.0
-4.5901,8.8941,-4.5628,16.0
-5.1757,7.0553,-4.0589,16.0
-6.0202,5.7069,-3.3642,16.0
-6.4016,6.4016,-2.6423,16.0
-5.5571,7.9679,-2.1384,16.0
-4.6718,8.2403,-1.9205,16.0
-3.7865,7.246,-1.6072,16.0
-3.909,6.279,-0.27241,16.0
-4.7126,5.7478,0.92618,16.0
-4.5628,5.5162,-0.76274,16.0
-4.4402,5.598,-1.4574,16.0
-4.0589,6.2381,-1.076,16.0
-3.909,7.5048,-0.76274,16.0
-4.8216,8.7715,-1.2667,16.0
-6.5514,9.8066,-1.6481,16.0
-8.1177,11.645,-1.1441,16.0
-7.927,13.103,-0.76274,16.0
-7.6955,12.572,-1.7298,16.0
-7.0145,11.073,-3.0237,16.0
-4.7535,9.9973,-3.4051,16.0
-2.833,9.9565,-3.4051,16.0
-0.50395,9.1937,-4.018,16.0
-0.081722,9.0439,-4.7535,16.0
-1.8796,9.616,-4.3313,16.0
-4.7126,9.4253,-2.8739,16.0
-6.0202,7.927,-1.4574,16.0
-5.1757,5.8295,0.23155,16.0
-3.8682,5.0531,2.3427,16.0
-2.7513,5.6252,-0.10896,16.0
-2.833,6.0202,-1.4165,16.0
-3.4051,6.851,-1.6889,16.0
-3.9499,7.7772,-1.4574,16.0
-4.7944,8.54,0.23155,16.0
-4.7126,8.8941,0.27241,16.0
-5.3664,9.4661,-1.3076,16.0
-5.8567,10.801,-1.757,16.0
-5.2438,10.651,-0.53119,16.0
-7.355,10.27,0.14982,16.0
-8.1586,10.692,-2.0294,16.0
-6.0202,10.569,-3.1463,16.0
-5.1757,9.507,-3.3642,16.0
-5.5162,7.9679,-3.2961,16.0
-5.4073,6.4424,-2.6015,16.0
-5.7886,5.598,-2.261,16.0
-4.5628,9.1937,-0.42223,10.0
-3.4459,8.8532,0.23155,10.0
-2.261,9.0848,0.50395,10.0
-1.7298,9.112,0.38137,10.0
-2.6832,8.9622,0.19068,10.0
-3.5958,8.7715,-0.42223,10.0
-3.8273,8.9622,-0.27241,10.0
-2.4925,9.112,0.27241,10.0
-2.3018,9.3436,0.34051,10.0
-2.5334,9.5751,0.8036,10.0
-3.0237,9.3436,0.38137,10.0
-3.3642,9.1937,0.38137,10.0
-2.6423,9.112,0.50395,10.0
-2.7922,9.2755,0.42223,10.0
-2.9148,9.3436,0.53119,10.0
-2.6832,9.3436,0.42223,10.0
-2.6423,9.2755,0.34051,10.0
-2.833,9.1937,0.42223,10.0
-3.0237,9.0439,0.50395,10.0
-3.1735,9.003,0.53119,10.0
-3.0237,9.112,0.65378,10.0
-2.7241,9.2755,0.72188,10.0
-2.5606,9.1937,0.69464,10.0
-2.6832,9.112,0.53119,10.0
-2.7513,9.1937,0.38137,10.0
-2.7513,9.112,0.53119,10.0
-2.6015,9.2346,0.72188,10.0
-2.4108,9.1529,0.76274,10.0
-2.5606,9.0439,0.65378,10.0
-2.6832,9.0439,0.57205,10.0
-2.7922,9.0439,0.57205,10.0
-2.9829,9.0848,0.65378,10.0
-3.0237,9.003,0.72188,10.0
-2.9829,9.003,0.65378,10.0
-2.8739,9.0848,0.69464,10.0
-2.9148,9.0439,0.69464,10.0
-3.1054,9.003,0.65378,10.0
-3.1463,9.0439,0.61292,10.0
-2.9829,9.0439,0.53119,10.0
-2.9148,9.0439,0.38137,10.0
-2.8739,9.112,0.42223,10.0
-2.9556,9.0848,0.53119,10.0
-3.1054,9.0848,0.42223,10.0
-2.9556,9.112,0.31327,10.0
-2.9556,9.1529,0.27241,10.0
-2.9556,9.1529,0.42223,10.0
-2.8739,9.112,0.46309,10.0
-2.9148,9.112,0.38137,10.0
-2.9556,9.112,0.31327,10.0
-2.9148,9.1937,0.34051,10.0
-2.7922,9.2346,0.38137,10.0
-2.6832,9.1937,0.42223,10.0
-2.6015,9.1937,0.53119,10.0
-2.4925,9.1529,0.61292,10.0
-2.5606,9.0848,0.53119,10.0
-2.6832,9.0848,0.65378,10.0
-2.6015,9.112,0.61292,10.0
-2.6832,9.003,0.57205,10.0
-2.6832,9.0439,0.65378,10.0
-2.6015,9.0848,0.72188,10.0
-2.6423,9.0439,0.72188,10.0
-2.7922,8.8941,0.69464,10.0
-2.9556,8.8532,0.57205,10.0
-2.8739,8.8941,0.61292,10.0
-1.2258,9.7658,-3.909,17.0
0.50395,8.54,-1.6481,17.0
1.076,9.5342,0.19068,17.0
1.4165,10.379,0.65378,17.0
0.14982,9.616,1.1169,17.0
-1.3076,7.6955,1.0351,17.0
-1.9477,6.0202,0.31327,17.0
-1.757,5.3256,-0.65378,17.0
-1.185,5.8295,-0.99429,17.0
-1.1441,6.4697,-1.3076,17.0
-2.2201,5.8567,-2.1112,17.0
-2.4925,5.2438,-2.1112,17.0
-2.9556,6.7421,-1.8796,17.0
-5.203,8.6625,0.040861,17.0
-7.355,9.6568,1.9886,17.0
-8.6898,11.754,4.1814,17.0
-8.7715,13.866,3.2961,17.0
-6.7421,14.369,-1.3757,17.0
-4.3994,12.98,-4.2087,17.0
-1.5255,9.616,-2.9556,17.0
0.57205,8.3084,-4.3994,17.0
0.14982,8.2812,-5.2847,17.0
-1.2258,8.4719,-4.0997,17.0
-2.7513,8.0088,-1.7979,17.0
-3.2553,7.1643,2.0703,17.0
-3.1463,6.1292,4.7126,17.0
-3.2144,5.4754,1.9477,17.0
-1.8796,5.5162,-3.337,17.0
-1.3757,7.2052,-2.261,17.0
-2.261,8.2403,-2.1384,17.0
-3.4459,8.3493,-2.6015,17.0
-4.3721,8.6898,-0.23155,17.0
-5.2847,11.305,0.31327,17.0
-5.2438,12.912,-1.4165,17.0
-5.1757,14.819,-2.9148,17.0
-3.7865,15.895,-3.8273,17.0
-0.46309,12.531,-2.4108,17.0
1.185,8.8124,0.72188,17.0
1.9205,9.0439,2.0294,17.0
1.8387,9.9973,2.152,17.0
0.10896,9.5751,1.2667,17.0
-0.95342,7.6274,0.61292,17.0
-1.2667,6.0202,0.76274,17.0
-1.4574,5.3664,0.27241,17.0
-1.1169,5.3664,-1.5255,17.0
-1.4574,5.7478,-1.9477,17.0
-1.8387,5.7886,-1.3348,17.0
-2.3018,6.0474,-1.3348,17.0
-3.4459,7.5048,-0.88532,17.0
-5.7478,9.8884,-0.57205,17.0
-8.1586,9.003,0.72188,17.0
-10.188,11.414,3.7592,17.0
-8.0088,15.977,3.5685,17.0
-4.5628,16.93,-0.50395,17.0
-2.6015,13.062,-1.6889,17.0
-1.757,9.2346,-1.2667,17.0
-1.1169,7.7364,-2.6832,17.0
0.42223,8.0088,-7.0417,17.0
-1.9205,7.927,-6.4288,17.0
-3.7592,6.7421,-4.8216,17.0
-3.1463,5.7478,-2.3699,17.0
-2.833,5.7478,0.92618,17.0
-1.6889,6.279,5.094,17.0
-0.76274,7.5457,4.2904,17.0
-0.72188,7.9679,-1.076,17.0
-2.4925,8.2403,-3.9499,17.0
-4.3721,8.0769,-2.261,17.0
-4.2495,8.5808,-2.1793,17.0
-3.7592,11.264,-0.99429,17.0
-3.9771,13.334,-0.29965,17.0
1.2667,6.1292,7.246,7.0
1.3757,6.2381,6.6331,7.0
1.757,6.0474,6.0474,7.0
2.4108,6.4016,5.7478,7.0
3.5958,6.4697,6.2109,7.0
3.9908,6.6604,6.5514,7.0
3.0646,6.4016,5.8976,7.0
3.1735,5.8567,5.7886,7.0
2.9829,5.9385,7.4367,7.0
3.6366,6.9328,8.3084,7.0
3.1735,6.8238,8.7306,7.0
3.6366,7.464,8.0088,7.0
4.9442,7.6274,5.7886,7.0
1.4574,7.464,3.909,7.0
0.8036,4.522,6.3607,7.0
1.1169,5.8567,7.7364,7.0
1.8387,8.9213,6.5514,7.0
3.0646,8.3493,5.8976,7.0
3.0646,7.2052,5.7478,7.0
-1.3757,6.7421,6.5514,7.0
-0.84446,5.0123,8.3901,7.0
0.65378,1.6889,7.7772,7.0
-1.3757,10.038,5.8976,7.0
2.1793,9.1529,5.598,7.0
2.0703,9.3844,3.337,7.0
2.1793,11.605,4.2087,7.0
1.757,13.593,4.2495,7.0
3.337,6.4016,1.2258,7.0
2.9556,2.3427,2.7241,7.0
3.7592,9.3027,-1.9886,7.0
4.8216,8.6625,-2.833,7.0
4.0589,7.5457,-2.3018,7.0
-0.91256,9.616,3.909,7.0
-2.2201,11.986,4.6309,7.0
0.8036,10.501,0.34051,7.0
1.1169,11.223,-1.076,7.0
2.0294,12.299,-1.7298,7.0
2.261,10.951,-0.19068,7.0
2.1793,8.7715,1.3348,7.0
0.99429,8.1586,2.3699,7.0
0.10896,8.9213,3.7592,7.0
0.19068,8.431,4.5628,7.0
-0.040861,8.3084,4.8625,7.0
0.23155,8.8124,4.8216,7.0
1.1441,8.3901,3.9499,7.0
1.9205,7.355,2.7241,7.0
2.9829,8.3493,1.8387,7.0
4.2087,6.0474,0.46309,7.0
1.4574,7.8181,3.2961,7.0
-0.27241,9.0848,1.9205,7.0
-3.0237,7.5457,3.1735,7.0
-5.1349,8.3493,1.4982,7.0
-5.0123,10.842,-1.7979,7.0
-1.3076,11.754,-4.3313,7.0
0.081722,11.073,-4.7944,7.0
-0.46309,10.692,-3.0237,7.0
-0.27241,8.5808,-1.5255,8.0
-0.61292,8.6625,-1.0351,8.0
-0.76274,8.8941,-0.38137,8.0
-0.50395,9.0439,0.19068,8.0
-0.040861,9.0848,0.23155,8.0
0.081722,9.5342,-0.27241,8.0
-0.34051,9.9973,-0.72188,8.0
-1.0351,10.27,-0.69464,8.0
-1.2667,10.42,-0.19068,8.0
-1.2258,10.651,0.34051,8.0
-0.65378,11.373,0.42223,8.0
0.31327,10.992,-0.42223,8.0
-0.65378,10.692,-1.9205,8.0
-0.99429,10.42,-3.1463,8.0
0.61292,9.6977,-3.0646,8.0
1.6889,8.6625,-2.4925,8.0
2.0703,8.4719,-2.4517,8.0
2.0294,9.0439,-3.1735,8.0
1.5663,9.8884,-3.0646,8.0
0.57205,10.147,-2.261,8.0
0.23155,8.1995,-0.040861,8.0
-0.95342,10.42,-0.29965,8.0
-0.8036,10.801,0.38137,8.0
-1.0351,11.346,0.081722,8.0
0.38137,11.959,-2.0294,8.0
0.38137,9.8066,-3.1463,8.0
-1.3076,7.8862,-2.261,8.0
-1.3348,9.0848,-3.4868,8.0
-0.10896,9.7249,-2.261,8.0
0.69464,9.1937,-0.72188,8.0
